18,"Abraham, Martin And John"
18,"Achy Breaky Heart (a.k.a. Don't Tell My Heart)"
19,"Addams Family Theme, The"
20,"Adios, Au Revoir, Auf Wiedersehn"
20,"Across The Alley From The Alamo"
21,"Afternoon Delight"
22,"After You've Gone"
22,"Ain't Misbehavin'"
23,"Ain't No Woman (Like The One I've Got)"
24,"Alabama Jubilee"
24,"Air Mail Special"
25,"Alexander's Ragtime Band"
26,"Alabamy Bound"
26,"Alfie"
27,"All Alone Am I"
28,"All Alone"
28,"All At Once You Love Her"
29,"All By Myself (Eric Carmen)"
29,"All By Myself (Irving Berlin)"
30,"All Ask Of You"
31,"All I Have To Do Is Dream"
31,"All Of Me"
32,"All Of You"
32,"All Shook Up"
33,"All The Things You Are"
33,"Allo En El Rancho Grande (My Ranch)"
34,"All You Need Is Love"
35,"Allegheny Moon"
35,"Alley Cat Song"
36,"Almost Paradise (Love Theme From Footloose)"
36,"Always"
37,"Always Something There To Remind Me, (There's)"
38,"Always True To You In My Fashion"
39,"Amen"
40,"Amazing Grace"
40,"America"
41,"America The Beautiful"
41,"Among My Souvenirs"
42,"And So It Goes"
43,"Anniversary Song"
43,"Anniversary Waltz, The"
44,"Annie's Song"
44,"Another Op'nin', Another Show"
45,"Answer Me, My Love"
46,"Any Day Now"
47,"Anything You Can Do"
48,"Apache"
48,"April In Paris"
49,"April In Portugal"
49,"Are You Lonesome Tonight?"
50,"Are You My Love?"
50,"Are You Sincere 51+ Aren't You Glad You're You"
51,"Arrivederci Roma (Goodbye To Rome)"
52,"As If We Never Said Goodbye"
53,"As Tears Go By"
54,"As Long As He Needs Me"
54,"At My Front Door"
55,"At Sundown"
55,"Auf Wiedersehn"
56,"Auld Long Syne"
56,"Autumn In New York"
57,"Baby Elephant Walk"
57,"Baby, It's You"
58,"Baby Baby"
59,"Baby Mine"
60,"Baby (You've Got What It Takes)"
60,"Back In Your Own Backyard"
61,"Ballade Pour Adeline"
62,"Bali Ho'i"
62,"Ballerina"
63,"Band Of Gold"
63,"Battle Hymn Of The Republic"
64,"Be A Clown"
64,"Be Careful, It's My Heart"
65,"Beautiful Morning, (It's A)"
66,"Be My Life's Companion"
67,"Beach Baby"
68,"Beautiful Ohio"
68,"Beauty And The Beast"
69,"Beer Barrel Polka (Roll Out The Barrel)"
70,"Bein' Green"
70,"Bells Of St. Mary's, The"
71,"Bernie's Tune"
71,"Bell Bottom Trousers"
72,"Best Thing That Ever Happened To Me"
72,"Best Things In Life Are Free, The"
73,"Betty Boop"
73,"Bewitched"
74,"Beyond The Blue Horizon"
74,"Beyond The Sea a nee nn ee eee"
75,"Bill"
75,"Bible Tells Me So, The"
76,"Bill Bailey"
76,"Billy, Don't Be A Hero"
77,"Bird Dog"
78,"Bimbombey"
78,"Black Magic Woman"
79,"Black Slacks"
80,"Blossom Fell, A"
80,"Blue Hawaii"
81,"Blue On Blue"
81,"Blue Skies"
82,"Blue Room, The"
82,"Blueberry Hill"
83,"Blue Suede Shoes"
83,"Blue Velvet"
84,"Bo Diddley"
84,"Body And Soul:"
85,"Bony Moronie"
86,"Bonanza"
86,"Book Of Love"
87,"Boot Scootin' Boogie"
88,"Born To Be Wild"
88,"Borsalino (Generique)"
89,"Bouquet Of Roses"
90,"Boy Without A Girl, A"
90,"Brady Bunch, The"
91,"Boys Are Back In Town, The"
92,"Brand New Me, A"
93,"Breaking Up Is Hard To Do"
94,"Brandy (You're A Fine Girl)"
94,"Brother Sun, Sister Moon"
95,"Bubbles In The Wine"
96,"Buckle Down, Winsocki"
96,"But Beautiful"
97,"Button Up Your Overcoat"
97,"By The Beautiful Sea"
98,"Buttons And Bows"
98,"By Myself"
99,"Bye And Bye"
100,"Bye Bye Baby"
100,"Bye Bye Love"
101,"Bobby Sox To Stockings"
101,"Bye Bye Blues"
102,"C'est Magnifique"
102,"Co, Cest L'amour"
103,"Calendar Girl"
104,"California, Here I Come"
104,"Call Me Irresponsible"
105,"Camelot"
106,"Call Me"
106,"Can't Get Used To Losing You"
107,"Can't Help Falling In Love"
107,"Can't Help Lovin' Dot Man a eae"
108,"Candida"
108,"Candy"
109,"Caravan"
109,"Careless"
110,"Carolina In The Morning"
110,"Carolina Moon"
111,"Casper The Friendly Ghost"
111,"Cecilia (Does Your Mother Know You're Out)"
112,"Cat's In The Cradle"
113,"Celebrate"
114,"Change Partners"
114,"Chantilly Lace"
115,"Chanson D'amour (The Ra-Da-Da-Da-Da Song)"
115,"Charley, My Boy"
116,"Charlie Brown"
116,"Cheek To Cheek"
117,"""Cheers,"" Theme from (Where Everybody Knows Your Name)"
118,"Cherokee (Indian Love Song)"
118,"Cherry Pink And Apple Blossom White"
119,"Chickery Chick"
119,"Chloe"
120,"Chi-Baba Chi-Baba (My Bambino Go To Sleep)"
120,"Cinco Robles (Five Oaks)"
121,"Choo Choo Ch' Boogie"
122,"Climb Ev'ry Mountain"
122,"Closer I Get To You, The"
123,"Cocktails For Two"
123,"Coffee Song, The (They've Got An Awful Lot Of Coffee In Brazil)"
124,"Collegiate"
124,"Colonel Bogey March"
125,"Color My World"
125,"Come, Josephine In My Flying Machine (Up She Goes!)"
126,"Come Back To Me"
126,"Come Saturday Morning (a.k.a. Saturday Morning)"
127,"Come Rain Or Come Shine"
127,"Come Together"
128,"Comedy Tonight"
128,"Comes Love"
129,"Coming Around Again"
130,"Consider Yourself"
130,"Constant Craving"
131,"Cool Jerk"
132,"Cool Water"
132,"Cottage For Sale, A"
133,"Cotton Fields (The Cotton Song)"
133,"Count Your Blessings Instead Of Sheep"
134,"Country Style"
134,"Cousins (Love Theme)"
135,"Cow-Cow Boogie"
136,"Cruising For Bruising"
136,"Cry I"
137,"Cry Me A River"
138,"Crying In The Chapel"
138,"Dancing On The Ceiling"
139,"Danger Zone"
140,"Daddy Don't You Walk So Fast"
140,"Dance With A Dolly (With A Hole In Her Stockin')"
141,"Darktown Strutters' Ball, The"
142,"Darling, Je Vous Aime Beaucoup"
142,"Darn That Dream"
143,"Day By Day"
143,"Day In The Life Of A Fool, A (Manha De Carnaval)"
144,"Day The Rains Come, The"
144,"Day-0 (The Banana Boat Song)"
145,"Dear Hearts And Gentle People"
146,"Dear John"
146,"Dearly Beloved"
146,"Deep In The Heart Of Harlem 148: Desafinado (Slightly Out Of Tune)"
147,"Desert Song, The"
149,"Detour"
149,"Detroit City"
150,"Devil In Her Heart"
151,"Did You Ever See A Dream Walking?"
151,"Did Your Mother Come From Ireland?"
152,"Devil Or Angel"
152,"Devil's Got Your Tongue"
153,"Different Worlds"
154,"Dede Dinah"
154,"Do! Love You Because You're Beautiful?"
155,"Dinner For One, Please James"
155,"Dixie"
156,"Do! Hear A Waltz?"
157,"Does She Ever Remind You Of Me"
158,"Do You Know What It Means To Miss New Orleans"
158,"Do You Wanna Make Love"
159,"Do-Re-Mi"
160,"Doin' What Comes Natur'lly"
161,"Doctor, My Eyes"
161,"Dolores"
162,"Don't Stand So Close To Me"
163,"Down Among The Sheltering Palms"
163,"Dream A Little Dream Of Me"
164,"Don't Be Cruel (To A Heart That's True)"
164,"Don't Cry Out Loud"
165,"Don't Pull Your Love"
166,"Dream Weaver"
167,"Dreamer's Holiday, A"
167,"Duke Of Earl"
168,"Early Autumn"
168,"Enst Of The Sun (And West Of The Moon)"
169,"Easter Parade"
169,"Easy To Love (a.k.a. You'd Be So Easy To"
170,"Edelweiss"
170,"Eight Days A Week"
171,"Entertainer, The"
171,"Entertainment Tonight"
172,"El Relicario (Shrine Of Love)"
173,"Endlessly"
174,"Endless Love"
175,"End Of The Road"
176,"Ev'ry Street's A Boulevard (In Old New"
176,"Everybody's Got A Home But Me"
177,"Everybody's Talkin' (Echoes)"
177,"Exactly Like You"
178,"Ev'rybody's Somebody's Fool"
178,"Ev'rything I've Got"
179,"Evalina Coffey (The Legend Of)"
180,"Ev'rything I Love"
180,"Every Woman In The World"
181,"Everything's Coming Up Roses"
182,"Every Heartbeat"
183,"Every Breath You Take"
184,"Eternally"
184,"Exodus Song, The"
185,"Even The Nights Are Better"
186,"Falling In Love With Love"
186,"Fine Romance, A"
187,"Fanny"
187,"Fascination"
188,"Fields Of Gold"
189,"Folks Who Live On The Hill, The"
189,"Fool Such As I, A (Now And Then There's)"
190,"Feelings (Dime?)"
190,"For Away Places"
191,"Feudin' And Fightin'"
192,"Felicidade, A"
192,"Follow Me"
193,"Flip, Flop And Fly"
194,"Fly Me To The Moon (in Other Words)"
194,"For All We Know"
195,"Foggy Day, A"
195,"For You, For Me, For Evermore"
196,"Flat Foot Floogie"
196,"Fly Away"
197,"For The Good Times"
198,"Flying Home"
198,"Footloose"
199,"Funny Girl"
200,"For Me And My Gal"
200,"Friendship"
201,"From This Moment On"
202,"For Your Precious Love"
202,"Gentle On My Mind"
203,"Get Back"
203,"Getting To Know You"
204,"Gambler, The"
206,"Georgy Girl"
206,"Get Me To The Church On Time"
207,"Ghost, Theme from"
208,"Gigi"
208,"I Don't Stand A Ghost Of A Chance"
209,"Gimme A Little Kiss (Will Ya Huh?)"
209,"Girl That I Marry, The"
210,"Girl Who Used To Be Me, The"
211,"Give A Little Whistle"
211,"Give My Regards To Broadway"
212,"Girl Talk"
212,"Glad To Be Unhappy"
213,"Got To Get You Into My Life"
214,"Glory Of Love, The"
214,"Gone With The Wind"
215,"Godfather II"
215,"Godfather Waltz, The"
216,"Good Man Is Hard To Find, A"
216,"Goodnight, Irene"
217,"Goodnight, It's Time To Go"
217,"Got A Date With An Angel"
218,"Glow Worm, The"
218,"Goin' Out Of My Head"
219,"Gonna Get Along Without Ya Now"
220,"Gonna Build A Mountain"
220,"Good Day Sunshine"
221,"Good Luck Charm"
222,"Grease"
222,"Great Balls Of Fire"
223,"Guitar Boogie Shuffle"
224,"Guilty"
225,"Gone Fishin'"
226,"Girls Just Want To Have Fun"
227,"Godfather, The (Love Theme) (Speak Softly, Love)"
227,"Guy Is A Guy, A"
227,"Speak Softly, Love (Love Theme from The Godfather)"
228,"Hail To The Chief"
228,"Halleluja"
229,"Hail, Hail, The Gang's All Here"
229,"Halls Of Ivy, The"
230,"Hallelujah I Love Him (Her) So"
230,"Happy Birthday Sweet Sixteen"
231,"Happy Days"
232,"Hang On Sloopy"
232,"Happy Talk"
233,"Happy Holiday"
233,"Happy Trails"
234,"Happy Wanderer, The"
234,"Happy, Happy Birthday Baby"
235,"Harlem Nocturne"
236,"Harbor Lights"
236,"Havah Nagilah"
237,"Have I Told You Lately"
238,"Have You Ever Been Lonely? (Have You Ever Been Blue?)"
238,"Have You Met Miss Jones?"
239,"He Will Break Your Heart (a.k.a. He Don't Love You (Like I Love You))"
239,"Hello"
240,"Have You Looked Into Your Heart"
240,"Heat Is On, The"
241,"Heigh-Ho"
242,"Heart And Soul"
242,"Hearts Of Stone"
243,"Hello, Young Lovers"
244,"Heat Wave"
244,"Hello, Goodbye"
245,"Here In My Arms"
246,"Help!"
246,"Hey Liley, Liley Lo (Married Man Gonna Keep Your Secret)"
247,"Here's That Rainy Day"
247,"Hey, Good Lookin'"
248,"Here, There And Everywhere"
248,"Hi-Diddle-Dee-Dee (An Actor's Life For Me)"
249,"Hindustan"
249,"His Latest Flame"
250,"Hit The Road To Dreamland"
250,"Hold Me"
251,"Honey"
251,"Houston"
252,"Honeysuckle Rose"
252,"Hopelessly Devoted To You"
253,"How Deep Is The Ocean (How High Is The Sky)"
254,"Hound Dog"
254,"How Are Things In Glocca Morra"
255,"How Can You Mend A Broken Heart"
256,"How Deep Is Your Love"
256,"How Long"
257,"Hushabye"
258,"How 'Ya Gonna Keep 'em Down On The Farm? (After They've Seen Paree)"
258,"Hurt So Bad"
259,"Hurting Each Other"
259,"Hush Hush, Sweet Charlotte"
260,"I Ain't Got Nobody (And Nobody Cares For Me)"
260,"I Almost Lost My Mind"
261,"I Apologize"
261,"I Beg Of You"
262,"I Believe"
262,"I Can't Get Started"
263,"I Can't Help tt (If I'm Still In Love With You)"
263,"I Con Dream, Can't I?"
264,"I Concentrate On You"
264,"I Con't Stand It"
265,"I Could Have Danced All Night"
266,"I Could Write A Book"
266,"I Couldn't Live Without Your Love"
267,"I Didn't Know What Time It Was"
267,"I Don't Know Why (I Just Do)"
268,"I Don't Want To Set The World On Fire"
268,"I Don't Care If The Sun Don't Shine"
269,"I Don't Want To Walk Without You"
269,"I Get Along Without You Very Well (Except Sometimes)"
270,"I Enjoy Being A Girl"
270,"I Get Ideas"
271,"I Got The Sun In The Morning"
272,"I Got A Woman"
272,"I Got It Bad And That Ain't Good"
273,"I Hadn't Anyone Till You"
274,"I Have"
274,"I Have Dreamed"
275,"I Love A Piano"
276,"I Hear Music"
276,"I Love Paris"
277,"I Love You"
277,"I Love You (Cole Porter)"
278,"I Love You Truly"
278,"I Made It Through The Rain"
279,"I Miss You So"
280,"I Need Your Love Tonight"
280,"I Never Knew"
281,"I Only Want To Be With You"
282,"I Remember It Well"
283,"I Really Don't Want To Know"
284,"I Remember You"
284,"I Shot The Sheriff"
285,"I Started A Joke"
286,"I Talk To The Trees"
286,"I Understand (Just How You Feel)"
287,"I Walk The Line"
287,"I Want A Girl (Just Like The Girl That Married Dear Old Dad)"
288,"I Wanna Be Loved"
288,"I Wont You, I Need You, I Love You"
289,"I Whistle A Happy Tune"
290,"I Will Survive"
291,"I Will Wait For You"
291,"I Wish I Didn't Love You So"
292,"I Wish I Could Shimmy Like My Sister Kate"
292,"I Wish I Were In Love Again"
293,"I Won't Dance"
294,"I'd Climb The Highest Mountain"
294,"I'd Love You To Want Me"
295,"I'd Rather Be Blue Over You"
296,"I'll Be Around"
296,"I'll Be Home"
297,"I'll Be Seeing You"
297,"I'll Follow The Sun"
298,"I'll Get By (As Long As I Have You)"
298,"I'll Take Romance"
299,"I'm A Man"
299,"I'm Always Chasing Rainbows"
300,"I'm Beginning To See The Light"
300,"I'm Confessin' (That I Love You)"
301,"I'm Gonna Wash That Man Right Outa My Hair"
302,"I'm Just A Lucky So And So"
302,"I'm Not Lisa"
303,"I'm Old Fashioned"
304,"I'm Wishing"
304,"I'm Popeye The Sailor Man"
305,"I've Got Love On My Mind"
305,"I've Got No Strings"
306,"I've Got My Love To Keep Me Warm"
306,"I've Got The World On A String"
307,"I've Got You Under My Skin"
308,"I've Grown Accustomed To Her Face"
308,"I've Told Ev'ry Little Stor"
309,"If Ever I Would Leave You"
310,"Ice Cream, (I Scream-You Scream-We All Scream For)"
310,"If"
311,"If! Con Help Somebody"
312,"If I Fell"
312,"if! Had A Hammer (The Hammer Song)"
313,"If 1 Ruled The World"
314,"If This Isn't Love"
314,"IfI Loved You"
315,"If We Only Have Love"
316,"If You Knew Susie (Like I Know Susie)"
316,"If You Love Me, Really Love Me (Hymne A L'amour)"
317,"If You Remember Me"
318,"If You Love Somebody Set Them Free"
319,"Ill Wind (You're Blowin' Me No Good)"
319,"Imagination"
320,"Impossible Dream, The (The Quest)"
320,"In A Little Gypsy Tearoom"
321,"""In"" Crowd, The"
322,"In A Sentimental Mood"
322,"In The Chapel In The Moonlight"
323,"In The Cool, Cool, Cool Of The Evening"
323,"In The Mood"
324,"In The Still Of The Night"
325,"In The Still Of The Nite (I'll Remember)"
325,"In The Wee Small Hours Of The Morning"
326,"Indian Love Call"
326,"Inka Dinka Doo"
327,"Inside Out"
328,"Indiana (Back Home Again In Indiana)"
328,"Isle Of Copri"
328,"Isn't It Romantic?"
329,"Israelites"
329,"It Could Happen To You"
330,"Istanbul (Not Constantinople)"
330,"It All Depends On You"
331,"It Don't Mean A Thing (If It Ain't Got That Swing)"
331,"ItNever Entered My Mind"
332,"It Might As Well Be Spring"
332,"It Must Be Him I"
333,"It Only Hurts For A Little While"
334,"It Was A Very Good Year"
334,"It's A Blue World"
335,"It's A Grand Night For Singing"
335,"It's Almost Tomorrow"
336,"It's A Lovely Day Today"
336,"It's A Most Unusual Day"
337,"It's Easy To Remember"
338,"It's De-Lovely"
338,"It's Got To Be Love"
339,"It's Impossible (Somos Novios)"
340,"It's Now Or Never"
340,"It's Only A Paper Moon"
341,"It's The Same Old Shillelagh"
342,"It's Only Make Believe"
343,"It's Sad To Belong"
344,"It's Been A Long Time Comin'"
344,"It's Magic"
345,"Just Ask Your Heart"
346,"It's All Right With Me"
347,"Jingle Jangle Jingle (1 Got Spurs)"
347,"Johnson Rag"
348,"Jamaica Farewell"
348,"Java Jive"
349,"Jersey Bounce"
350,"Jerusalem, Jerusalem (Yerushala'im Shel Zahav)"
350,"Jezebel"
351,"Jive Talkin'"
352,"Julie, Do Yo Love Me"
352,"June Is Bustin' Out All Over"
353,"Just A Gigolo"
354,"Johnny One Note"
354,"Josephine Please No Lean On The Bell"
355,"Juke Box Saturday Night"
355,"June In January"
356,"Just A Little Lovin' (Will Go A Long Way)"
356,"Just In Time"
357,"Just One More Chance"
357,"K-K-K-Katy"
358,"Keep It A Secret"
358,"Ko-lu-a"
359,"Keep On Dancing"
359,"Kid, The"
360,"Kentucky Rain"
360,"Kewpie Doll"
361,"Lo Vie En Rose"
362,"Kisses Sweeter Than Wine"
362,"Ko Ko Mo (I Love You So)"
363,"Lody"
364,"Lady's In Love With You, The"
364,"Lambeth Walk"
365,"Lody Is A Tramp, The"
366,"Leave A Tender Moment Alone"
367,"Leaning On A Lamp-Post"
368,"(Lost Night) I Didn't Get To Sleep At All"
368,"Lady Of Spain"
369,"Lost Time I Saw Paris, The"
370,"Last Night On The Back Porch (I Loved Her Best Of All)"
370,"Lay Down Sally"
371,"Layla"
372,"Leave Me Alone (Ruby Red Dress)"
372,"Leaving On A Jet Plane"
373,"Let Me Entertain You"
374,"Let Me Go Lover!"
374,"Let Me Sing And I'm Happy"
375,"Let The Good Times Roll"
376,"Let There Be Love"
376,"Let's Face The Music And Dance"
377,"Let's Fall In Love"
378,"Let's Have Another Cup 0' Coffee"
378,"Let's Hear It For The Boy"
379,"Liechtensteiner Polka"
380,"Let's Take An Old-Fashioned Walk"
380,"Lies"
381,"Lift Ev'ry Voice And Sing"
382,"Like Someone In Love"
382,"Lilli Marlene"
383,"Little Arrows"
384,"Lipstick On Your Collar"
384,"Little Bird Told Me, A"
385,"Little Curly Hair In A High Chair"
385,"Little Darlin'"
386,"Little Green Apples"
387,"Little Girl Blue"
387,"Little Man You've Had A Busy Day"
388,"Little Shoemaker, The"
388,"Little Sister"
389,"Little White Lies"
390,"Livin' On A Prayer"
391,"Lonely Teardrops"
391,"Long Ago (And For Away)"
